id,order_no,user_id,station_id,pile_id,status,unit_price,start_soc,battery_capacity_kwh,target_soc,reserve_time,start_time,end_time,duration_seconds,kwh,amount,pay_request_id,created_at,updated_at,dq_tag
19070,SIM20260912019070,2,21,109,pending_payment,1.10,28.32,40,86.45,2026-09-12 15:54:32,2026-09-12 16:15:32,2026-09-12 19:52:08,12996,23.25,25.58,,2026-09-12 15:54:32,2026-09-12 19:52:08,OK
19071,SIM20260912019071,19,53,294,settled,1.30,10.22,40,93.78,2026-09-12 12:57:48,2026-09-12 13:11:48,2026-09-12 13:23:54,726,33.42,43.45,PAYSIM20260912019071,2026-09-12 12:57:48,2026-09-12 13:23:54,OK
19072,SIM20260912019072,16,54,298,cancelled,1.40,56.92,40,95.21,2026-09-12 16:05:49,2026-09-12 16:14:49,2026-09-12 18:37:32,8563,15.32,21.45,,2026-09-12 16:05:49,2026-09-12 18:37:32,OK
19073,SIM20260912019073,15,39,212,settled,1.40,37.52,70,98.10,2026-09-12 10:51:47,2026-09-12 11:08:47,2026-09-12 17:43:54,23707,42.41,59.37,PAYSIM20260912019073,2026-09-12 10:51:47,2026-09-12 17:43:54,OK
19074,SIM20260912019074,20,14,70,settled,1.20,19.53,80,96.36,2026-09-12 10:00:10,2026-09-12 10:13:10,2026-09-12 10:46:34,2004,61.46,73.75,PAYSIM20260912019074,2026-09-12 10:00:10,2026-09-12 10:46:34,OK
19075,SIM20260912019075,16,9,44,settled,1.30,17.37,60,90.42,2026-09-12 18:44:06,2026-09-12 18:52:06,2026-09-12 19:15:55,1429,43.83,56.98,PAYSIM20260912019075,2026-09-12 18:44:06,2026-09-12 19:15:55,OK
19076,SIM20260912019076,19,9,45,settled,1.30,56.16,50,98.88,2026-09-12 02:59:02,2026-09-12 03:03:02,2026-09-12 03:14:38,696,21.36,27.77,PAYSIM20260912019076,2026-09-12 02:59:02,2026-09-12 03:14:38,OK
19077,SIM20260912019077,7,19,99,cancelled,1.20,,,,2026-09-12 15:09:49,,,0,0.00,0.00,,2026-09-12 15:09:49,2026-09-12 15:09:49,OK
19078,SIM20260912019078,8,5,20,settled,1.40,13.67,40,-5.00,2026-09-12 20:30:30,2026-09-12 20:42:30,2026-09-12 20:52:39,609,28.03,39.24,PAYSIM20260912019078,2026-09-12 20:30:30,2026-09-12 20:52:39,SOC_RANGE
19079,SIM20260912019079,2,5,22,settled,1.40,17.56,60,93.36,2026-09-12 19:52:22,2026-09-12 20:11:22,2026-09-13 03:15:05,25423,45.48,63.67,PAYSIM20260912019079,2026-09-12 19:52:22,2026-09-13 03:15:05,OK
19080,SIM20260912019080,4,2,10,settled,1.60,15.35,80,88.42,2026-09-12 14:53:14,2026-09-12 15:00:14,2026-09-12 15:32:00,1906,58.46,93.54,PAYSIM20260912019080,2026-09-12 14:53:14,2026-09-12 15:32:00,OK
19081,SIM20260912019081,11,4,15,settled,1.50,44.83,40,93.23,2026-09-12 18:15:16,2026-09-12 18:22:16,2026-09-12 18:29:16,420,19.36,29.04,PAYSIM20260912019081,2026-09-12 18:15:16,2026-09-12 18:29:16,OK
19082,SIM20260912019082,17,51,279,settled,1.10,31.65,60,81.39,2026-09-12 18:25:52,2026-09-12 18:38:52,2026-09-12 18:49:40,648,29.84,32.82,PAYSIM20260912019082,2026-09-12 18:25:52,2026-09-12 18:49:40,OK
19083,SIM20260912019083,7,43,236,pending_payment,1.30,24.05,60,95.34,2026-09-12 18:20:46,2026-09-12 18:29:46,2026-09-12 18:53:00,1394,42.77,55.60,,2026-09-12 18:20:46,2026-09-12 18:53:00,OK
19084,SIM20260912019084,20,72,398,settled,1.20,27.95,60,86.38,2026-09-12 17:39:11,2026-09-12 17:58:11,2026-09-12 18:17:14,1143,,,,2026-09-12 17:39:11,2026-09-12 18:17:14,NULL_KWH
19085,SIM20260912019085,13,22,114,settled,1.20,28.99,70,86.90,2026-09-12 21:35:18,2026-09-12 21:40:18,2026-09-13 03:58:00,22662,40.54,48.65,PAYSIM20260912019085,2026-09-12 21:35:18,2026-09-13 03:58:00,OK
19086,SIM20260912019086,13,58,318,cancelled,1.30,32.03,60,100.00,2026-09-12 06:31:48,2026-09-12 06:49:48,2026-09-12 13:09:44,22796,40.78,53.01,,2026-09-12 06:31:48,2026-09-12 13:09:44,OK
19087,SIM20260912019087,4,34,186,settled,1.40,32.24,70,93.63,2026-09-12 17:04:44,2026-09-12 17:27:44,2026-09-12 17:43:18,934,42.97,60.16,PAYSIM20260912019087,2026-09-12 17:04:44,2026-09-12 17:43:18,OK
19088,SIM20260912019088,11,51,281,settled,1.10,49.37,60,94.90,2026-09-12 12:45:43,2026-09-12 13:05:43,2026-09-12 13:15:36,593,27.32,30.05,PAYSIM20260912019088,2026-09-12 12:45:43,2026-09-12 13:15:36,OK
19089,SIM20260912019089,12,45,245,settled,1.50,28.32,60,82.62,2026-09-12 15:10:21,2026-09-12 15:13:21,2026-09-12 20:16:53,18212,32.58,48.87,PAYSIM20260912019089,2026-09-12 15:10:21,2026-09-12 20:16:53,OK
19090,SIM20260912019090,7,24,126,pending_payment,1.40,18.62,50,98.52,2026-09-12 17:51:50,2026-09-12 18:15:50,2026-09-12 18:30:18,868,39.95,55.93,,2026-09-12 17:51:50,2026-09-12 18:30:18,OK
19091,SIM20260912019091,1,57,313,reserved,1.20,,,,2026-09-12 11:08:07,,,0,0.00,0.00,,2026-09-12 11:08:07,2026-09-12 11:08:07,OK
19092,SIM20260912019092,15,18,92,cancelled,1.30,,,,2026-09-12 12:54:31,,,0,0.00,0.00,,2026-09-12 12:54:31,2026-09-12 12:54:31,OK
19093,SIM20260912019093,1,39,215,settled,1.40,48.93,50,92.91,2026-09-12 08:37:30,2026-09-12 08:55:30,2026-09-12 09:07:27,717,21.99,30.79,PAYSIM20260912019093,2026-09-12 08:37:30,2026-09-12 09:07:27,OK
19094,SIM20260912019094,6,55,302,settled,1.50,43.96,40,97.67,2026-09-12 15:33:32,2026-09-12 15:35:32,2026-09-12 15:25:32,12007,21.48,32.22,PAYSIM20260912019094,2026-09-12 15:33:32,2026-09-12 18:55:39,TIME_REVERSED
19095,SIM20260912019095,11,69,378,settled,1.40,42.57,80,81.67,2026-09-12 16:13:19,2026-09-12 16:21:19,2026-09-12 16:38:19,1020,31.28,43.79,PAYSIM20260912019095,2026-09-12 16:13:19,2026-09-12 16:38:19,OK
19096,SIM20260912019096,16,48,263,settled,1.30,44.00,60,94.40,2026-09-12 14:44:51,2026-09-12 14:52:51,2026-09-12 15:09:17,986,30.24,39.31,PAYSIM20260912019096,2026-09-12 14:44:51,2026-09-12 15:09:17,OK
19097,SIM20260912019097,14,56,308,pending_payment,1.10,33.48,60,89.50,2026-09-12 16:56:31,2026-09-12 16:59:31,2026-09-12 17:17:46,1095,33.61,36.97,,2026-09-12 16:56:31,2026-09-12 17:17:46,OK
19098,SIM20260912019098,21,58,320,settled,1.30,19.33,40,89.64,2026-09-12 13:57:22,2026-09-12 14:19:22,2026-09-12 14:34:38,916,28.12,36.56,PAYSIM20260912019098,2026-09-12 13:57:22,2026-09-12 14:34:38,OK
19099,SIM20260912019099,14,68,373,settled,1.30,41.44,40,90.68,2026-09-12 10:31:39,2026-09-12 10:54:39,2026-09-12 11:05:21,642,19.70,25.61,PAYSIM20260912019099,2026-09-12 10:31:39,2026-09-12 11:05:21,OK
19100,SIM20260912019100,11,44,243,settled,1.40,32.42,40,96.43,2026-09-12 22:49:48,2026-09-12 23:08:48,2026-09-12 23:18:04,556,25.60,35.84,PAYSIM20260912019100,2026-09-12 22:49:48,2026-09-12 23:18:04,OK
19101,SIM20260912019101,11,33,175,settled,1.30,28.81,50,95.98,2026-09-12 18:46:23,2026-09-12 18:51:23,2026-09-12 19:09:38,1095,33.59,43.67,PAYSIM20260912019101,2026-09-12 18:46:23,2026-09-12 19:09:38,OK
19102,SIM20260912019102,14,28,148,settled,1.30,30.08,60,89.74,2026-09-12 00:00:00,2026-09-12 00:07:00,2026-09-12 00:19:58,778,35.80,46.54,PAYSIM20260912019102,2026-09-12 00:00:00,2026-09-12 00:19:58,OK
19103,SIM20260912019103,16,62,341,settled,1.20,22.98,50,95.16,2026-09-12 16:52:42,2026-09-12 16:59:42,2026-09-12 17:12:46,784,36.09,43.31,PAYSIM20260912019103,2026-09-12 16:52:42,2026-09-12 17:12:46,OK
19104,SIM20260912019104,4,13,67,settled,1.50,28.66,40,89.60,2026-09-12 17:34:16,2026-09-12 17:48:16,2026-09-12 17:57:06,530,24.38,36.57,PAYSIM20260912019104,2026-09-12 17:34:16,2026-09-12 17:57:06,OK
19105,SIM20260912019105,10,51,279,settled,1.10,31.35,70,95.68,2026-09-12 08:28:13,2026-09-12 08:36:13,2026-09-12 08:52:31,978,45.03,49.53,PAYSIM20260912019105,2026-09-12 08:28:13,2026-09-12 08:52:31,OK
19106,SIM20260912019106,21,43,236,pending_payment,1.30,27.64,50,92.69,2026-09-12 20:08:50,2026-09-12 20:21:50,2026-09-12 20:39:30,1060,32.53,42.29,,2026-09-12 20:08:50,2026-09-12 20:39:30,OK
19107,SIM20260912019107,17,12,57,settled,1.30,10.82,40,95.36,2026-09-12 10:48:05,2026-09-12 11:00:05,2026-09-12 11:12:20,735,33.82,43.97,PAYSIM20260912019107,2026-09-12 10:48:05,2026-09-12 11:12:20,OK
19108,SIM20260912019108,1,41,226,settled,1.10,20.72,60,95.01,2026-09-12 15:45:06,2026-09-12 16:10:06,2026-09-12 16:26:14,968,44.57,49.03,PAYSIM20260912019108,2026-09-12 15:45:06,2026-09-12 16:26:14,OK
19109,SIM20260912019109,9,58,317,pending_payment,1.30,28.34,60,84.04,2026-09-12 14:39:13,2026-09-12 15:00:13,2026-09-12 15:18:22,1089,33.42,43.45,,2026-09-12 14:39:13,2026-09-12 15:18:22,OK
19110,SIM20260912019110,2,36,197,settled,1.10,25.97,40,94.25,2026-09-12 18:07:42,2026-09-12 18:11:42,2026-09-12 18:26:32,890,27.31,30.04,PAYSIM20260912019110,2026-09-12 18:07:42,2026-09-12 18:26:32,OK
19111,SIM20260912019111,12,20,104,settled,1.10,33.09,70,87.79,2026-09-12 17:05:20,2026-09-12 17:15:20,2026-09-12 17:29:12,832,38.29,42.12,PAYSIM20260912019111,2026-09-12 17:05:20,2026-09-12 17:29:12,OK
19112,SIM20260912019112,12,48,267,settled,1.30,13.04,40,88.08,2026-09-12 00:00:00,2026-09-12 00:11:00,2026-09-12 00:27:18,978,30.02,39.03,PAYSIM20260912019112,2026-09-12 00:00:00,2026-09-12 00:27:18,OK
19113,SIM20260912019113,3,35,189,settled,1.50,25.57,50,89.99,2026-09-12 18:22:18,2026-09-12 18:25:18,2026-09-12 18:36:58,700,32.21,48.32,PAYSIM20260912019113,2026-09-12 18:22:18,2026-09-12 18:36:58,OK
19114,SIM20260912019114,1,5,20,settled,1.40,52.81,40,88.79,2026-09-12 09:15:48,2026-09-12 09:24:48,2026-09-12 09:30:00,312,14.39,20.15,PAYSIM20260912019114,2026-09-12 09:15:48,2026-09-12 09:30:00,OK
19115,SIM20260912019115,7,19,97,settled,1.20,57.12,70,99.24,2026-09-12 15:01:01,,2026-09-12 15:28:02,961,29.48,35.38,PAYSIM20260912019115,2026-09-12 15:01:01,2026-09-12 15:28:02,NULL_START_TIME
19116,SIM20260912019116,21,31,170,settled,1.10,45.42,70,97.04,2026-09-12 17:06:54,2026-09-12 17:14:54,2026-09-12 22:51:30,20196,36.13,39.74,PAYSIM20260912019116,2026-09-12 17:06:54,2026-09-12 22:51:30,OK
19117,SIM20260912019117,4,34,187,settled,1.40,51.31,80,91.44,2026-09-12 11:10:08,2026-09-12 11:30:08,2026-09-12 11:41:45,697,32.10,44.94,PAYSIM20260912019117,2026-09-12 11:10:08,2026-09-12 11:41:45,OK
19118,SIM20260912019118,18,27,146,settled,1.20,23.46,40,93.65,2026-09-12 18:16:22,2026-09-12 18:40:22,2026-09-12 23:01:58,15696,28.08,33.70,PAYSIM20260912019118,2026-09-12 18:16:22,2026-09-12 23:01:58,OK
19119,SIM20260912019119,12,48,263,settled,1.30,49.88,40,93.03,2026-09-12 19:10:00,2026-09-12 19:14:00,2026-09-12 19:23:22,562,17.26,22.44,PAYSIM20260912019119,2026-09-12 19:10:00,2026-09-12 19:23:22,OK
19120,SIM20260912019120,3,30,162,settled,1.50,49.44,60,86.41,2026-09-12 17:11:32,2026-09-12 17:33:32,2026-09-12 17:41:34,482,22.18,33.27,PAYSIM20260912019120,2026-09-12 17:11:32,2026-09-12 17:41:34,OK
19121,SIM20260912019121,19,58,318,settled,1.30,35.44,70,93.18,2026-09-12 08:10:08,2026-09-12 08:14:08,2026-09-12 14:30:43,22595,-40.42,-52.55,,2026-09-12 08:10:08,2026-09-12 14:30:43,NEG_KWH
19122,SIM20260912019122,6,72,399,settled,1.20,26.97,70,91.63,2026-09-12 15:02:00,2026-09-12 15:14:00,2026-09-12 22:15:40,25300,45.26,54.31,PAYSIM20260912019122,2026-09-12 15:02:00,2026-09-12 22:15:40,OK
19123,SIM20260912019123,14,65,355,settled,1.50,26.20,70,100.00,2026-09-12 22:55:33,2026-09-12 23:19:33,2026-09-13 07:20:51,28878,51.66,77.49,PAYSIM20260912019123,2026-09-12 22:55:33,2026-09-13 07:20:51,OK
19124,SIM20260912019124,11,67,367,settled,1.20,30.25,70,89.62,2026-09-12 13:13:16,2026-09-12 13:24:16,2026-09-12 13:39:19,903,41.56,49.87,PAYSIM20260912019124,2026-09-12 13:13:16,2026-09-12 13:39:19,OK
19125,SIM20260912019125,14,8,41,cancelled,1.60,,,,2026-09-12 22:22:07,,,0,0.00,0.00,,2026-09-12 22:22:07,2026-09-12 22:22:07,OK
19126,SIM20260912019126,3,8,41,settled,1.60,31.49,40,88.09,2026-09-12 14:47:49,2026-09-12 14:56:49,2026-09-12 15:05:01,492,22.64,36.22,PAYSIM20260912019126,2026-09-12 14:47:49,2026-09-12 15:05:01,OK
19127,SIM20260912019127,19,50,278,settled,1.50,30.68,50,95.80,2026-09-12 19:34:00,2026-09-12 19:44:00,2026-09-12 19:55:47,707,32.56,48.84,PAYSIM20260912019127,2026-09-12 19:34:00,2026-09-12 19:55:47,OK
19128,SIM20260912019128,4,49,271,settled,1.40,39.80,70,93.79,2026-09-12 13:48:12,2026-09-12 13:56:12,2026-09-12 19:48:16,21124,37.79,52.91,PAYSIM20260912019128,2026-09-12 13:48:12,2026-09-12 19:48:16,OK
19129,SIM20260912019129,17,45,247,settled,1.50,17.97,50,86.09,2026-09-12 15:13:02,2026-09-12 15:33:02,2026-09-12 20:50:21,19039,34.06,51.09,PAYSIM20260912019129,2026-09-12 15:13:02,2026-09-12 20:50:21,OK
19130,SIM20260912019130,12,54,300,settled,1.40,43.01,70,90.39,2026-09-12 12:26:43,2026-09-12 12:43:43,2026-09-12 13:01:44,1081,33.17,46.44,PAYSIM20260912019130,2026-09-12 12:26:43,2026-09-12 13:01:44,OK
19131,SIM20260912019131,5,26,139,settled,1.10,28.58,60,94.96,2026-09-12 10:30:25,2026-09-12 10:44:25,2026-09-12 10:58:50,865,39.83,43.81,PAYSIM20260912019131,2026-09-12 10:30:25,2026-09-12 10:58:50,OK
19132,SIM20260912019132,15,55,306,cancelled,1.50,,,,2026-09-12 18:40:23,,,0,0.00,0.00,,2026-09-12 18:40:23,2026-09-12 18:40:23,OK
19133,SIM20260912019133,20,48,267,settled,1.30,34.56,50,81.48,2026-09-12 17:24:46,2026-09-12 17:47:46,2026-09-12 18:00:31,765,23.46,30.50,PAYSIM20260912019133,2026-09-12 17:24:46,2026-09-12 18:00:31,OK
19134,SIM20260912019134,8,15,75,settled,1.20,32.74,60,87.93,2026-09-12 15:56:31,2026-09-12 16:06:31,2026-09-12 16:24:30,1079,33.11,39.73,PAYSIM20260912019134,2026-09-12 15:56:31,2026-09-12 16:24:30,OK
19135,SIM20260912019135,13,28,149,settled,1.30,43.92,60,86.91,2026-09-12 19:38:22,2026-09-12 19:45:22,2026-09-12 19:54:42,560,25.79,33.53,PAYSIM20260912019135,2026-09-12 19:38:22,2026-09-12 19:54:42,OK
19136,SIM20260912019136,18,61,333,settled,1.10,27.33,40,84.60,2026-09-12 16:55:10,2026-09-12 17:07:10,2026-09-12 20:40:36,12806,22.91,25.20,PAYSIM20260912019136,2026-09-12 16:55:10,2026-09-12 20:40:36,OK
19137,SIM20260912019137,18,13,61,reserved,1.50,,,,2026-09-12 12:20:20,,,0,0.00,0.00,,2026-09-12 12:20:20,2026-09-12 12:20:20,NULL_START_TIME
19138,SIM20260912019138,9,48,263,settled,1.30,26.94,80,90.97,2026-09-12 16:21:09,2026-09-12 16:34:09,2026-09-12 17:01:59,1670,51.22,66.59,PAYSIM20260912019138,2026-09-12 16:21:09,2026-09-12 17:01:59,OK
19139,SIM20260912019139,15,9067,347,pending_payment,1.30,40.58,60,99.73,2026-09-12 13:50:50,2026-09-12 14:01:50,2026-09-12 19:32:29,19839,35.49,46.14,,2026-09-12 13:50:50,2026-09-12 19:32:29,ORPHAN_STATION
19140,SIM20260912019140,16,43,237,cancelled,1.30,,,,2026-09-12 20:42:54,,,0,0.00,0.00,,2026-09-12 20:42:54,2026-09-12 20:42:54,OK
19141,SIM20260912019141,15,13,65,settled,1.50,29.18,80,91.52,2026-09-12 18:02:24,2026-09-12 18:12:24,2026-09-13 01:57:01,27877,49.87,74.81,PAYSIM20260912019141,2026-09-12 18:02:24,2026-09-13 01:57:01,OK
19142,SIM20260912019142,12,71,391,settled,1.10,28.12,60,92.53,2026-09-12 08:13:07,2026-09-12 08:25:07,2026-09-12 08:39:07,840,38.65,42.52,PAYSIM20260912019142,2026-09-12 08:13:07,2026-09-12 08:39:07,OK
19143,SIM20260912019143,6,1,1,settled,1.20,26.59,80,98.79,2026-09-12 04:30:09,2026-09-12 04:53:09,2026-09-12 05:24:32,1883,57.76,69.31,PAYSIM20260912019143,2026-09-12 04:30:09,2026-09-12 05:24:32,OK
19144,SIM20260912019144,17,16,79,reserved,1.40,,,,2026-09-12 18:10:36,,,0,0.00,0.00,,2026-09-12 18:10:36,2026-09-12 18:10:36,OK
19145,SIM20260912019145,8,47,262,settled,1.20,43.74,40,96.37,2026-09-12 06:09:21,2026-09-12 06:20:21,2026-09-12 06:27:58,457,21.05,25.26,PAYSIM20260912019145,2026-09-12 06:09:21,2026-09-12 06:27:58,OK
19146,SIM20260912019146,7,9,42,settled,1.30,30.04,80,94.55,2026-09-12 14:01:10,2026-09-12 14:08:10,2026-09-12 22:09:00,28850,51.61,67.09,PAYSIM20260912019146,2026-09-12 14:01:10,2026-09-12 22:09:00,OK
19147,SIM20260912019147,2,25,131,settled,1.50,25.93,70,88.16,2026-09-12 19:10:10,2026-09-12 19:13:10,2026-09-12 19:36:50,1420,43.56,65.34,PAYSIM20260912019147,2026-09-12 19:10:10,2026-09-12 19:36:50,OK
19148,SIM20260912019148,12,24,128,cancelled,1.40,,,,2026-09-12 10:29:47,,,0,0.00,0.00,,2026-09-12 10:29:47,2026-09-12 10:29:47,OK
19149,SIM20260912019149,10,47,256,settled,1.20,25.05,70,99.50,2026-09-12 15:19:54,2026-09-12 15:43:54,2026-09-12 16:02:47,1133,52.12,62.54,PAYSIM20260912019149,2026-09-12 15:19:54,2026-09-12 16:02:47,OK
19150,SIM20260912019150,18,44,239,settled,1.40,16.89,60,88.04,2026-09-12 21:53:50,2026-09-12 22:08:50,2026-09-12 22:24:18,928,42.69,59.77,PAYSIM20260912019150,2026-09-12 21:53:50,2026-09-12 22:24:18,OK
19151,SIM20260912019151,10,27,144,settled,1.20,39.45,80,97.66,2026-09-12 15:00:26,2026-09-12 15:22:26,2026-09-12 15:47:44,1518,46.57,55.88,PAYSIM20260912019151,2026-09-12 15:00:26,2026-09-12 15:47:44,OK
19152,SIM20260912019152,7,71,392,settled,1.10,20.64,80,85.39,2026-09-12 16:27:43,2026-09-12 16:49:43,2026-09-12 17:08:29,1126,51.80,56.98,PAYSIM20260912019152,2026-09-12 16:27:43,2026-09-12 17:08:29,OK
19153,SIM20260912019153,12,17,90,cancelled,1.30,,,,2026-09-12 17:40:05,,,0,0.00,0.00,,2026-09-12 17:40:05,2026-09-12 17:40:05,OK
19154,SIM20260912019154,5,55,303,pending_payment,1.50,26.93,60,93.74,2026-09-12 09:53:27,2026-09-12 10:14:27,2026-09-12 10:36:14,1307,40.09,60.14,,2026-09-12 09:53:27,2026-09-12 10:36:14,OK
19155,SIM20260912019155,1,71,391,reserved,1.10,,,,2026-09-12 17:14:22,,,0,0.00,0.00,,2026-09-12 17:14:22,2026-09-12 17:14:22,OK
19156,SIM20260912019156,21,69,378,settled,1.40,27.30,60,86.40,2026-09-12 16:08:15,2026-09-12 16:22:15,2026-09-12 16:41:31,1156,35.46,49.64,PAYSIM20260912019156,2026-09-12 16:08:15,2026-09-12 16:41:31,OK
19157,SIM20260912019157,15,53,294,settled,1.30,26.82,80,96.30,2026-09-12 08:59:44,2026-09-12 09:13:44,2026-09-12 09:33:52,1208,55.58,72.25,PAYSIM20260912019157,2026-09-12 08:59:44,2026-09-12 09:33:52,OK
19158,SIM20260912019158,15,44,243,settled,1.40,27.38,40,-5.00,2026-09-12 08:43:57,2026-09-12 08:59:57,2026-09-12 09:09:37,580,26.69,37.37,PAYSIM20260912019158,2026-09-12 08:43:57,2026-09-12 09:09:37,SOC_RANGE
19159,SIM20260912019159,7,4,17,pending_payment,1.50,10.94,50,90.65,2026-09-12 07:28:24,2026-09-12 07:42:24,2026-09-12 08:04:03,1299,39.86,59.79,,2026-09-12 07:28:24,2026-09-12 08:04:03,OK
19160,SIM20260912019160,7,46,251,settled,1.10,18.01,70,100.00,2026-09-12 08:20:58,2026-09-12 08:31:58,2026-09-12 08:52:45,1247,57.39,63.13,PAYSIM20260912019160,2026-09-12 08:20:58,2026-09-12 08:52:45,OK
19161,SIM20260912019161,20,64,352,cancelled,1.40,37.47,70,89.42,2026-09-12 15:10:10,2026-09-12 15:13:10,2026-09-12 15:32:55,1185,36.37,50.92,,2026-09-12 15:10:10,2026-09-12 15:32:55,OK
19162,SIM20260912019162,20,31,168,settled,1.10,14.90,70,90.17,2026-09-12 12:22:17,2026-09-12 12:42:17,2026-09-12 13:01:22,1145,52.69,57.96,PAYSIM20260912019162,2026-09-12 12:22:17,2026-09-12 13:01:22,OK
19163,SIM20260912019163,20,67,365,settled,1.20,14.76,70,99.51,2026-09-12 19:32:47,2026-09-12 19:40:47,2026-09-12 20:02:16,1289,59.33,71.20,PAYSIM20260912019163,2026-09-12 19:32:47,2026-09-12 20:02:16,OK
19164,SIM20260912019164,12,14,71,pending_payment,1.20,34.14,50,84.87,2026-09-12 16:41:52,2026-09-12 16:58:52,2026-09-12 20:55:13,14181,25.37,30.44,,2026-09-12 16:41:52,2026-09-12 20:55:13,OK
19165,SIM20260912019165,12,32,172,settled,1.20,15.63,50,96.52,2026-09-12 22:00:03,2026-09-12 22:02:03,2026-09-13 04:18:54,22611,40.45,48.54,PAYSIM20260912019165,2026-09-12 22:00:03,2026-09-13 04:18:54,OK
19166,SIM20260912019166,13,65,355,settled,1.50,16.83,70,92.20,2026-09-12 10:57:23,2026-09-12 11:14:23,2026-09-12 19:25:56,29493,52.76,79.14,PAYSIM20260912019166,2026-09-12 10:57:23,2026-09-12 19:25:56,OK
19167,SIM20260912019167,17,9160,341,cancelled,1.20,26.18,60,89.42,2026-09-12 17:55:44,2026-09-12 17:58:44,2026-09-12 18:12:28,824,37.94,45.53,,2026-09-12 17:55:44,2026-09-12 18:12:28,ORPHAN_STATION
19168,SIM20260912019168,2,63,347,settled,1.30,15.15,50,87.44,2026-09-12 13:53:51,2026-09-12 14:15:51,2026-09-12 19:52:39,20208,36.15,47.00,PAYSIM20260912019168,2026-09-12 13:53:51,2026-09-12 19:52:39,OK
19169,SIM20260912019169,3,31,167,settled,1.10,14.70,60,100.00,2026-09-12 03:44:46,2026-09-12 04:08:46,2026-09-12 04:27:18,1112,51.18,56.30,PAYSIM20260912019169,2026-09-12 03:44:46,2026-09-12 04:27:18,OK
19170,SIM20260912019170,9,1,3,settled,1.20,20.36,40,92.50,2026-09-12 10:30:44,2026-09-12 10:50:44,2026-09-12 11:06:25,941,28.86,34.63,PAYSIM20260912019170,2026-09-12 10:30:44,2026-09-12 11:06:25,OK
19171,SIM20260912019171,10,29,160,settled,1.40,31.96,50,100.00,2026-09-12 09:43:21,2026-09-12 09:58:21,2026-09-12 10:10:40,739,34.02,47.63,PAYSIM20260912019171,2026-09-12 09:43:21,2026-09-12 10:10:40,OK
19172,SIM20260912019172,18,6,29,settled,1.30,24.16,50,97.66,2026-09-12 19:40:42,2026-09-12 19:52:42,2026-09-12 20:06:00,798,36.75,47.78,PAYSIM20260912019172,2026-09-12 19:40:42,2026-09-12 20:06:00,OK
19173,SIM20260912019173,8,53,293,pending_payment,1.30,13.89,60,100.00,2026-09-12 15:07:33,2026-09-12 15:22:33,2026-09-12 15:41:16,1123,51.67,67.17,,2026-09-12 15:07:33,2026-09-12 15:41:16,OK
19174,SIM20260912019174,19,15,77,settled,1.20,40.40,40,93.91,2026-09-12 13:22:03,2026-09-12 13:45:03,2026-09-12 17:04:25,11962,21.40,25.68,PAYSIM20260912019174,2026-09-12 13:22:03,2026-09-12 17:04:25,OK
19175,SIM20260912019175,8,50,277,settled,1.50,42.73,60,91.48,2026-09-12 21:19:53,2026-09-12 21:30:53,2026-09-13 02:03:23,16350,29.25,43.88,PAYSIM20260912019175,2026-09-12 21:19:53,2026-09-13 02:03:23,OK
19176,SIM20260912019176,18,16,82,settled,1.40,24.46,50,82.78,2026-09-12 09:07:02,2026-09-12 09:12:02,2026-09-12 09:22:35,633,29.16,40.82,PAYSIM20260912019176,2026-09-12 09:07:02,2026-09-12 09:22:35,OK
19177,SIM20260912019177,21,23,117,settled,1.30,14.95,50,97.35,2026-09-12 11:05:46,2026-09-12 11:29:46,2026-09-12 11:52:09,1343,41.20,53.56,PAYSIM20260912019177,2026-09-12 11:05:46,2026-09-12 11:52:09,OK
19178,SIM20260912019178,8,16,79,settled,1.40,29.01,50,82.96,2026-09-12 16:03:51,2026-09-12 16:11:51,2026-09-12 16:21:37,586,26.98,37.77,PAYSIM20260912019178,2026-09-12 16:03:51,2026-09-12 16:21:37,OK
19179,SIM20260912019179,17,26,140,cancelled,1.10,,,,2026-09-12 10:51:16,,,0,0.00,0.00,,2026-09-12 10:51:16,2026-09-12 10:51:16,OK
19180,SIM20260912019180,9,47,90030,settled,1.20,26.53,70,94.20,2026-09-12 04:57:45,2026-09-12 05:01:45,2026-09-12 12:23:05,26480,47.37,56.84,PAYSIM20260912019180,2026-09-12 04:57:45,2026-09-12 12:23:05,ORPHAN_PILE
19181,SIM20260912019181,18,50,275,settled,1.50,55.99,50,81.28,2026-09-12 11:38:43,2026-09-12 11:42:43,2026-09-12 11:47:18,275,12.65,18.98,PAYSIM20260912019181,2026-09-12 11:38:43,2026-09-12 11:47:18,OK
19182,SIM20260912019182,13,59,325,reserved,1.40,,,,2026-09-12 22:04:48,,,0,0.00,0.00,,2026-09-12 22:04:48,2026-09-12 22:04:48,OK
19183,SIM20260912019183,10,55,303,settled,1.50,14.41,40,92.79,2026-09-12 18:01:32,2026-09-12 18:09:32,2026-09-12 18:26:34,1022,31.35,47.03,PAYSIM20260912019183,2026-09-12 18:01:32,2026-09-12 18:26:34,OK
19184,SIM20260912019184,16,27,145,settled,1.20,42.45,80,93.84,2026-09-12 11:40:44,2026-09-12 12:04:44,2026-09-12 12:19:37,893,41.11,49.33,PAYSIM20260912019184,2026-09-12 11:40:44,2026-09-12 12:19:37,OK
